Code,Text,DDD,Ebene,Parent
A05AP07,Curcumawurzelstock,"2 g O Javanische Gelbwurz; 2,25 g O Curcumawurzelstock ",5,A05AP
A05AP08,Glockenbilsenkrautwurzelstock,,5,A05AP
A05AP09,Gundelrebenkraut,,5,A05AP
A05AP10,Verschiedene,,5,A05AP
A05AP30,Kombinationen,,5,A05AP
A05AX,Andere Mittel zur Gallentherapie,,4,A05A
A05AX01,Piprozolin,,5,A05AX
A05AX02,Hymecromon,1 g O ,5,A05AX
A05AX03,Cyclobutyrol,,5,A05AX
A05AX07,Fenipentol,,5,A05AX
A05AX08,Glyceroltrinitrat,,5,A05AX
A05AX09,Febuprol,,5,A05AX
A05AX50,"Andere Mittel zur Gallentherapie, Kombinationen",,5,A05AX
A05B,"LEBERTHERAPIE, LIPOTROPE SUBSTANZEN",,3,A05
A05BA,Lebertherapie,,4,A05B
A05BA01,Argininglutamat,,5,A05BA
A05BA03,Silymarin*,,5,A05BA
A05BA04,Citiolon,,5,A05BA
A05BA05,Epomediol,,5,A05BA
A05BA06,Ornithinoxoglurat,,5,A05BA
A05BA07,Tidiacicarginin,,5,A05BA
A05BA08,Glycyrrhizinsäure,,5,A05BA
A05BA09,Methionin und N-Acetylmethionin,,5,A05BA
A05BA10,Cholin,,5,A05BA
A05BA12,Myo-Inositol,,5,A05BA
A05BA17,Ornithinaspartat,,5,A05BA
A05BA18,Cianidanol,,5,A05BA
A05BA50,"Andere Lebertherapeutika, Kombinationen",,5,A05BA
A05BA60,"Cholin, Kombinationen",,5,A05BA
A05BA61,"Betain, Kombinationen",,5,A05BA
A05BA63,"Cyanocobalamin, Kombinationen",,5,A05BA
A05BA66,"Leucin, Kombinationen",,5,A05BA
A05BA67,"Ornithinaspartat, Kombinationen",,5,A05BA
A05BA71,"Laevulose, Kombinationen",,5,A05BA
A05BH,Homöopathische und anthroposophische Mittel zur Lebertherapie,,4,A05B
A05BH01,Mariendistelfrüchte,,5,A05BH
A05BH10,Verschiedene,,5,A05BH
A05BH20,Kombinationen,,5,A05BH
A05BP,Pflanzliche Mittel zur Lebertherapie,,4,A05B
A05BP01,Mariendistelfrüchte,"13,5 g O Droge; 0,3 g O bezogen auf Silymarin ",5,A05BP
A05BP02,Phospholipide,,5,A05BP
A05BP51,"Mariendistelfrüchte, Kombinationen",,5,A05BP
A05C,MITTEL ZUR GALLENTHERAPIE UND LIPOTROPE SUBSTANZEN IN KOMBINATION,,3,A05
A06,MITTEL GEGEN OBSTIPATION,,2,A
A06A,MITTEL GEGEN OBSTIPATION,,3,A06
A06AA,"Gleitmittel, Emollientia",,4,A06A
A06AA01,Dickflüssiges Paraffin,15 g O,5,A06AA
A06AA02,Docusat-Natrium,"0,15 g O",5,A06AA
A06AA03,Dünnflüssiges Paraffin,,5,A06AA
A06AA51,"Dickflüssiges Paraffin, Kombinationen",,5,A06AA
A06AB,Kontaktlaxanzien,,4,A06A
A06AB01,Oxyphenisatin,10 mg O,5,A06AB
A06AB02,Bisacodyl,"10 mg O,R",5,A06AB
A06AB03,Dantron,50 mg O,5,A06AB
A06AB04,Phenolphthalein,"0,2 g O",5,A06AB
A06AB05,Rizinusöl,20 g O,5,A06AB
A06AB06,Sennoside,,5,A06AB
A06AB07,Cascara,,5,A06AB
A06AB08,Natriumpicosulfat,"5 mg O; 2,5 mg O Kinder DDD ",5,A06AB
A06AB09,Bisoxatin,"0,12 g O",5,A06AB
A06AB10,Koloquinthen,"0,3 g O Droge ",5,A06AB
A06AB13,Aloe,,5,A06AB
A06AB20,Kontaktlaxanzien in Kombination,,5,A06AB
A06AB30,Kontaktlaxanzien in Kombination mit Belladonna-Alkaloiden,,5,A06AB
A06AB52,"Bisacodyl, Kombinationen",,5,A06AB
A06AB53,"Dantron, Kombinationen",,5,A06AB
A06AB56,"Sennoside, Kombinationen",,5,A06AB
A06AB57,"Cascara, Kombinationen",,5,A06AB
A06AB58,"Natriumpicosulfat, Kombinationen",,5,A06AB
A06AB59,"Bisoxatin, Kombinationen",,5,A06AB
A06AB60,"Koloquinthen, Kombinationen",,5,A06AB
A06AB63,"Aloe, Kombinationen",,5,A06AB
A06AC,Quellmittel,,4,A06A
A06AC01,Ispaghula (Flohsamen),7 g O,5,A06AC
A06AC02,Ethulose,3 g O,5,A06AC
A06AC03,Sterculia,8 g O,5,A06AC
A06AC05,Leinsamen,,5,A06AC
A06AC06,Methylcellulose,2 g O,5,A06AC
A06AC07,Triticum (Weizenkleie),10 g O,5,A06AC
A06AC08,Polycarbophil-Calcium,"2,5 g O",5,A06AC
A06AC51,"Ispaghula, Kombinationen",,5,A06AC
A06AC53,"Sterculia, Kombinationen",,5,A06AC
A06AC55,"Leinsamen, Kombinationen",,5,A06AC
A06AC59,"Bassorin, Kombinationen",,5,A06AC
A06AD,Osmotisch wirkende Laxanzien,,4,A06A
A06AD01,Magnesiumcarbonat,7 g O,5,A06AD
A06AD02,Magnesiumoxid,7 g O,5,A06AD
A06AD03,Magnesiumperoxid,,5,A06AD
A06AD04,Magnesiumsulfat,7 g O,5,A06AD
A06AD10,Mineralsalze in Kombination,,5,A06AD
A06AD11,Lactulose,"6,7 g O; 12,5 g O ",5,A06AD
A06AD12,Lactitol,10 g O,5,A06AD
A06AD13,Natriumsulfat,,5,A06AD
A06AD14,Pentaerythrityl,,5,A06AD
A06AD15,Macrogol,10 g O,5,A06AD
A06AD16,Mannitol,,5,A06AD
A06AD17,Natriumphosphat,50 g O,5,A06AD
A06AD18,Sorbitol,10 g O,5,A06AD
A06AD19,Magnesiumcitrat,,5,A06AD
A06AD21,Natriumtartrat,,5,A06AD
A06AD61,"Lactulose, Kombinationen",,5,A06AD
A06AD65,"Macrogol, Kombinationen",Standarddosis: 2 DE O ,5,A06AD
A06AG,Klysmen,,4,A06A
A06AG01,Natriumphosphat,Standarddosis: 1 DE R ,5,A06AG
A06AG02,Bisacodyl,Standarddosis: 1 DE R ,5,A06AG
A06AG03,"Dantron, inkl. Kombinationen",Standarddosis: 1 DE R ,5,A06AG
A06AG04,Glycerol,Standarddosis: 1 DE R ,5,A06AG
A06AG06,Öl,Standarddosis: 1 DE R ,5,A06AG
A06AG07,Sorbitol,Standarddosis: 1 DE R ,5,A06AG
A06AG10,"Docusat-Natrium, inkl. Kombinationen",Standarddosis: 1 DE R ,5,A06AG
A06AG11,"Natriumlaurylsulfoacetat, inkl. Kombinationen",Standarddosis: 1 DE R ,5,A06AG
A06AG20,Kombinationen,Standarddosis: 1 DE R ,5,A06AG
A06AH,Periphere Opioidrezeptorantagonisten,,4,A06A
A06AH01,Methylnaltrexonbromid,6 mg P,5,A06AH
A06AH02,Alvimopan,,5,A06AH
A06AH03,Naloxegol,25 mg O,5,A06AH
A06AH04,Naloxon,,5,A06AH
A06AH05,Naldemedin,"0,2 mg O",5,A06AH
A06AX,Andere Mittel gegen Obstipation,,4,A06A
A06AX01,Glycerol,2 g R ,5,A06AX
A06AX02,Kohlendioxid freisetzende Mittel,,5,A06AX
A06AX03,Lubiproston,,5,A06AX
A06AX04,Linaclotid,"0,29 mg O",5,A06AX
A06AX05,Prucaloprid,2 mg O,5,A06AX
A06AX06,Tegaserod,12 mg O,5,A06AX
A06AX07,Plecanatid,3 mg O,5,A06AX
A07,ANTIDIARRHOIKA UND INTESTINALE ANTIPHLOGISTIKA/ANTIINFEKTIVA,,2,A
A07A,INTESTINALE ANTIINFEKTIVA,,3,A07
A07AA,Antibiotika,,4,A07A
A07AA01,Neomycin,5 g O,5,A07AA
A07AA02,Nystatin,"1,5 MIO E O",5,A07AA
A07AA03,Natamycin,"0,3 g O",5,A07AA
A07AA04,Streptomycin,,5,A07AA
A07AA05,Polymyxin B,3 MIO E O,5,A07AA
A07AA06,Paromomycin,3 g O,5,A07AA
A07AA07,Amphotericin B,"0,4 g O",5,A07AA
A07AA08,Kanamycin,3 g O,5,A07AA
A07AA09,Vancomycin,2 g O,5,A07AA
A07AA10,Colistin,9 MIO E O,5,A07AA
A07AA11,Rifaximin,"0,6 g O",5,A07AA
A07AA12,Fidaxomicin,"0,4 g O",5,A07AA
A07AA13,Rifamycin,"0,8 g O ",5,A07AA
A07AA51,"Neomycin, Kombinationen",,5,A07AA
A07AA54,"Streptomycin, Kombinationen",,5,A07AA
A07AB,Sulfonamide,,4,A07A
A07AB02,Phthalylsulfathiazol,9 g O,5,A07AB
A07AB03,Sulfaguanidin,4 g O,5,A07AB
A07AB04,Succinylsulfathiazol,,5,A07AB
A07AB06,Sulfaguanol,,5,A07AB
A07AB50,"Andere Sulfonamide, Kombinationen",,5,A07AB
A07AC,Imidazol-Derivate,,4,A07A
A07AC01,Miconazol,1 g O,5,A07AC
A07AX,Andere intestinale Antiinfektiva,,4,A07A
A07AX01,Broxychinolin,,5,A07AX
A07AX02,Acetarsol,,5,A07AX
A07AX03,Nifuroxazid,"0,6 g O",5,A07AX
A07AX04,Nifurzid,,5,A07AX
A07AX05,Dichlorchinolinol,,5,A07AX
A07AX06,Furazolidon,,5,A07AX
A07AX07,Ethacridinlactat,,5,A07AX
A07AX51,"Broxychinolin, Kombinationen",,5,A07AX
A07AX55,"Dichlorchinolinol, Kombinationen",,5,A07AX
A07B,INTESTINALE ADSORBENZIEN,,3,A07
A07BA,Kohle-haltige Zubereitungen,,4,A07B
A07BA01,Medizinische Kohle,5 g O,5,A07BA
A07BA51,"Medizinische Kohle, Kombinationen",,5,A07BA
A07BB,Bismut-haltige Zubereitungen,,4,A07B
A07BB51,"Bismut, Kombinationen",,5,A07BB
A07BC,Andere intestinale Adsorbenzien,,4,A07B
A07BC01,Pektin,,5,A07BC
A07BC02,Kaolin,,5,A07BC
A07BC03,Crospovidon,,5,A07BC
A07BC04,Attapulgit,,5,A07BC
A07BC05,Diosmectit,9 g O,5,A07BC
A07BC07,Siliciumdioxid,,5,A07BC
A07BC08,Huminsäuren,,5,A07BC
A07BC30,Kombinationen,,5,A07BC
A07BC51,"Pektin, Kombinationen",,5,A07BC
A07BC54,"Attapulgit, Kombinationen",,5,A07BC
A07BC55,"Diosmectit, Kombinationen",,5,A07BC
A07BP,Pflanzliche Adsorbenzien,,4,A07B
A07BP02,Kaffeekohle,,5,A07BP
A07BP51,"Johannisbrotfruchtmehl, Kombinationen",,5,A07BP
A07C,ELEKTROLYTE MIT KOHLENHYDRATEN,,3,A07
A07CA,Elektrolyte zur oralen Rehydrierung,,4,A07C
A07CA50,"Elektrolyte zur oralen Rehydrierung, Kombinationen",,5,A07CA
A07D,MOTILITÄTSHEMMER,,3,A07
A07DA,Motilitätshemmer,,4,A07D
A07DA01,Diphenoxylat,15 mg O,5,A07DA
A07DA02,Opium,"0,1 g O; 1 g O ",5,A07DA
A07DA03,Loperamid,"10 mg O; 3,5 mg O Kinder DDD ",5,A07DA
A07DA04,Difenoxin,,5,A07DA
A07DA05,Loperamidoxid,5 mg O,5,A07DA
A07DA06,Eluxadolin,"0,2 g O",5,A07DA
A07DA51,"Diphenoxylat, Kombinationen",,5,A07DA
A07DA52,"Morphin, Kombinationen",,5,A07DA
A07DA53,"Loperamid, Kombinationen",,5,A07DA
A07DA54,"Difenoxin, Kombinationen",,5,A07DA
A07E,INTESTINALE ANTIPHLOGISTIKA,,3,A07
A07EA,Corticosteroide mit lokaler Wirkung,,4,A07E
A07EA01,Prednisolon,,5,A07EA
A07EA02,Hydrocortison,,5,A07EA
A07EA03,Prednison,,5,A07EA
A07EA04,Betamethason,Standarddosis: 1 DE R ,5,A07EA
A07EA05,Tixocortol,,5,A07EA
A07EA06,Budesonid,9 mg O; 2 mg SL; Standarddosis: 1 DE R ,5,A07EA
A07EA07,Beclometason,,5,A07EA
A07EA51,"Prednisolon, Kombinationen",Standarddosis: 1 DE R ,5,A07EA
A07EB,"Antiallergika, exkl. Corticosteroide",,4,A07E
A07EB01,Cromoglicinsäure,"0,8 g O",5,A07EB
A07EC,Aminosalicylsäure und ähnliche Mittel,,4,A07E
A07EC01,Sulfasalazin,"2 g O,R; Standarddosis: 1 DE R ",5,A07EC
A07EC02,Mesalazin,"1,5 g O,R; Standarddosis: 1 DE R ",5,A07EC
A07EC03,Olsalazin,1 g O,5,A07EC
A07EC04,Balsalazid,"6,75 g O",5,A07EC
A07ED,Andere entzündungshemmende Mittel,,4,A07E
A07ED01,Aluminiumphosphat,,5,A07ED
A07EF,Mikrobielle Antiphlogistika,,4,A07E
A07EF01,"Escherichia coli, Stamm Nissle 1917",,5,A07EF
A07F,MIKROBIELLE ANTIDIARRHOIKA,,3,A07
A07FA,Mikrobielle Antidiarrhoika,,4,A07F
A07FA01,Milchsäurebildner,,5,A07FA
A07FA02,Saccharomyces boulardii,1 g O,5,A07FA
A07FA05,IP-Bacillussporen,,5,A07FA
A07FA06,Escherichia coli,,5,A07FA
A07FA20,Kombinationen,,5,A07FA
A07FA50,"Mikrobielle Antidiarrhoika, Kombinationen",,5,A07FA
A07FA51,"Milchsäurebildner, Kombinationen",,5,A07FA
A07FA52,"Saccharomyces boulardii, Kombinationen",,5,A07FA
A07X,ANDERE ANTIDIARRHOIKA,,3,A07
A07XA,Andere Antidiarrhoika,,4,A07X
A07XA01,Albumintannat,3 g O,5,A07XA
A07XA02,Ceratonia*,,5,A07XA
A07XA03,Calcium-haltige Verbindungen,,5,A07XA
A07XA04,Racecadotril,"0,3 g O; 0,1 g O Kinder DDD ",5,A07XA
A07XA06,Crofelemer,,5,A07XA
A07XA50,"Andere Antidiarrhoika, Kombinationen",,5,A07XA
A07XA51,"Albumintannat, Kombinationen",,5,A07XA
A07XH,Homöopathische und anthroposophische Antidiarrhoika,,4,A07X
A07XH10,Verschiedene,,5,A07XH
A07XH20,Kombinationen,,5,A07XH
A07XP,Pflanzliche  Antidiarrhoika,,4,A07X
A07XP01,Ceratonia,,5,A07XP
A07XP02,Uzarawurzel,,5,A07XP
A07XP03,Eichenrinde,,5,A07XP
A07XP04,Karottenextrakt,,5,A07XP
A07XP05,Apfelfruchtextrakt,,5,A07XP
A07XP06,Tormentillwurzelstock,,5,A07XP
A07XP30,Kombinationen,,5,A07XP
A08,"ANTIADIPOSITA, EXKL. DIÄTETIKA",,2,A
A08A,"ANTIADIPOSITA, EXKL. DIÄTETIKA",,3,A08
A08AA,Zentral wirkende Antiadiposita,,4,A08A
A08AA01,Phentermin,15 mg O,5,A08AA
A08AA02,Fenfluramin,"0,12 g O",5,A08AA
A08AA03,Amfepramon,75 mg O,5,A08AA
A08AA04,Dexfenfluramin,30 mg O,5,A08AA
A08AA05,Mazindol,1 mg O,5,A08AA
A08AA06,Etilamfetamin,,5,A08AA
A08AA07,Cathin,,5,A08AA
A08AA08,Clobenzorex,,5,A08AA
A08AA09,Mefenorex,,5,A08AA
A08AA10,Sibutramin,10 mg O,5,A08AA
A08AA11,Lorcaserin,,5,A08AA
A08AA12,Phendimetrazin,,5,A08AA
A08AA13,Phenylpropanolamin,,5,A08AA
A08AA53,"Amfepramon, Kombinationen",,5,A08AA
A08AA56,"Ephedrin, Kombinationen",,5,A08AA
A08AA57,"Cathin, Kombinationen",,5,A08AA
A08AA62,Bupropion und Naltrexon,4 DE O ,5,A08AA
A08AA63,"Phenylpropanolamin, Kombinationen",,5,A08AA
A08AB,Peripher wirkende Antiadiposita,,4,A08A
A08AB01,Orlistat,"0,36 g O",5,A08AB
A08AB11,Andere peripher wirkende Antiadiposita,,5,A08AB
A08AB20,Kombinationen,,5,A08AB
A08AH,Homöopathische und anthroposophische Antiadiposita,,4,A08A
A08AH01,Madar,,5,A08AH
A08AH02,Fucus vesiculosus,,5,A08AH
A08AH20,Kombinationen,,5,A08AH
A08AX,Andere Antiadiposita,,4,A08A
A08AX01,Rimonabant,20 mg O,5,A08AX
A08AX02,Liraglutid,3 mg P ,5,A08AX
A09,"DIGESTIVA, INKL. ENZYME",,2,A
A09A,"DIGESTIVA, INKL. ENZYME",,3,A09
A09AA,Enzym-haltige Zubereitungen,,4,A09A
A09AA01,Diastase,,5,A09AA
A09AA02,"Multienzyme (Lipase, Protease etc.)",240 TSD FIP E O Lipase ,5,A09AA
A09AA03,Pepsin,,5,A09AA
A09AA04,Tilactase,,5,A09AA
A09AA07,Aspergillus oryzae,,5,A09AA
A09AA50,"Enzyme, Kombinationen",,5,A09AA
A09AA57,"Aspergillus oryzae, Kombinationen",,5,A09AA
A09AB,Säure-haltige Zubereitungen,,4,A09A
A09AB01,Glutaminsäurehydrochlorid,"1,5 g O",5,A09AB
A09AB02,Betainhydrochlorid,1 g O,5,A09AB
A09AB03,Salzsäure,,5,A09AB
A09AB04,Zitronensäure,2 g O,5,A09AB
A09AB50,"Andere Säuren, Kombinationen",,5,A09AB
A09AC,"Enzym- und Säure-haltige Zubereitungen, Kombinationen",,4,A09A
A09AC01,Pepsin- und Säure-haltige Zubereitungen,,5,A09AC
A09AC02,Multienzyme und Säure-haltige Zubereitungen,,5,A09AC
A09AC50,"Andere Enzyme und Säuren, Kombinationen",,5,A09AC
A09AH,Homöopathische und anthroposophische Digestiva,,4,A09A
A09AH20,Kombinationen,,5,A09AH
A09AP,Pflanzliche Digestiva,,4,A09A
A09AP01,Harongarinde und -blätter,,5,A09AP
A09AP02,Wermutkraut,,5,A09AP
A09AP03,Enzianwurzel,,5,A09AP
A09AX,Andere Digestiva,,4,A09A
A09AX50,"Andere Digestiva, Kombinationen",,5,A09AX
A10,ANTIDIABETIKA,,2,A
A10A,INSULINE UND ANALOGA,,3,A10
A10AB,"Insuline und Analoga zur Injektion, schnell wirkend",,4,A10A
A10AB01,Insulin (human),40 E P,5,A10AB
A10AB02,Insulin (Rind),40 E P,5,A10AB
A10AB03,Insulin (Schwein),40 E P,5,A10AB
A10AB04,Insulin lispro,40 E P,5,A10AB
A10AB05,Insulin aspart,40 E P,5,A10AB
A10AB06,Insulin glulisin,40 E P,5,A10AB
A10AB30,Kombinationen,40 E P,5,A10AB
A10AC,"Insuline und Analoga zur Injektion, intermediär wirkend",,4,A10A
A10AC01,Insulin (human),40 E P,5,A10AC
A10AC02,Insulin (Rind),40 E P,5,A10AC
A10AC03,Insulin (Schwein),40 E P,5,A10AC
A10AC04,Insulin lispro,40 E P,5,A10AC
A10AC30,Kombinationen,40 E P,5,A10AC
A10AD,"Insuline und Analoga zur Injektion, intermediär oder lang wirkend kombiniert mit schnell wirkend",,4,A10A
A10AD01,Insulin (human),40 E P,5,A10AD
A10AD02,Insulin (Rind),40 E P,5,A10AD
A10AD03,Insulin (Schwein),40 E P,5,A10AD
A10AD04,Insulin lispro,40 E P,5,A10AD
A10AD05,Insulin aspart,40 E P,5,A10AD
A10AD06,Insulin degludec und Insulin aspart,40 E P,5,A10AD
A10AD30,Kombinationen,40 E P,5,A10AD
A10AE,"Insuline und Analoga zur Injektion, lang wirkend",,4,A10A
A10AE01,Insulin (human),40 E P,5,A10AE
A10AE02,Insulin (Rind),40 E P,5,A10AE
A10AE03,Insulin (Schwein),40 E P,5,A10AE
A10AE04,Insulin glargin,40 E P,5,A10AE
A10AE05,Insulin detemir,40 E P,5,A10AE
A10AE06,Insulin degludec,40 E P,5,A10AE
A10AE30,Kombinationen,40 E P,5,A10AE
A10AE54,Insulin glargin und Lixisenatid,40 E P bezogen auf Insulin glargin,5,A10AE
A10AE56,Insulin degludec und Liraglutid,40 E P bezogen auf Insulin degludec,5,A10AE
A10AF,Insuline und Analoga zur Inhalation,,4,A10A
A10AF01,Insulin (human),15 mg Inhal.pulver,5,A10AF
A10B,"ANTIDIABETIKA, EXKL. INSULINE",,3,A10
A10BA,Biguanide,,4,A10B
A10BA01,Phenformin,"0,1 g O",5,A10BA
A10BA02,Metformin,2 g O,5,A10BA
A10BA03,Buformin,"0,2 g O",5,A10BA
A10BB,Sulfonylharnstoffe,,4,A10B
A10BB01,Glibenclamid,"10 mg O; 7 mg O mikrokristall. Substanz; 6 mg O Kinder DDD bezogen auf 
die kontinuierliche Behandlung ohne Insulindosis ",5,A10BB
A10BB02,Chlorpropamid,"0,375 g O",5,A10BB
A10BB03,Tolbutamid,"1,5 g O",5,A10BB
A10BB04,Glibornurid,38 mg O,5,A10BB
A10BB05,Tolazamid,"0,5 g O",5,A10BB
A10BB06,Carbutamid,"0,75 g O",5,A10BB
A10BB07,Glipizid,10 mg O,5,A10BB
A10BB08,Gliquidon,60 mg O,5,A10BB
A10BB09,Gliclazid,60 mg O,5,A10BB
A10BB10,Metahexamid,,5,A10BB
A10BB11,Glisoxepid,,5,A10BB
A10BB12,Glimepirid,2 mg O,5,A10BB
A10BB31,Acetohexamid,"0,5 g O",5,A10BB
A10BC,Sulfonamide (heterozyklisch),,4,A10B
A10BC01,Glymidin,1 g O,5,A10BC
A10BD,Kombinationen oraler Antidiabetika,,4,A10B
A10BD01,Phenformin und Sulfonylharnstoffe,,5,A10BD
A10BD02,Metformin und Sulfonylharnstoffe,,5,A10BD
A10BD03,Metformin und Rosiglitazon,Standarddosis: 2 DE O ,5,A10BD
A10BD04,Glimepirid und Rosiglitazon,Standarddosis: 1 DE O ,5,A10BD
A10BD05,Metformin und Pioglitazon,Standarddosis: 2 DE O ,5,A10BD
A10BD06,Glimepirid und Pioglitazon,Standarddosis: 1 DE O ,5,A10BD
A10BD07,Metformin und Sitagliptin,Standarddosis: 2 DE O ,5,A10BD
A10BD08,Metformin und Vildagliptin,Standarddosis: 2 DE O ,5,A10BD
A10BD09,Pioglitazon und Alogliptin,,5,A10BD
A10BD10,Metformin und Saxagliptin,Standarddosis: 2 DE O ,5,A10BD
A10BD11,Metformin und Linagliptin,,5,A10BD
A10BD12,Pioglitazon und Sitagliptin,,5,A10BD
A10BD13,Metformin und Alogliptin,,5,A10BD
A10BD14,Metformin und Repaglinid,,5,A10BD
A10BD15,Metformin und Dapagliflozin,Standarddosis: 2 DE O ,5,A10BD
A10BD16,Metformin und Canagliflozin,Standarddosis: 2 DE O ,5,A10BD
A10BD17,Metformin und Acarbose,,5,A10BD
A10BD18,Metformin und Gemigliptin,,5,A10BD
A10BD19,Linagliptin und Empagliflozin,Standarddosis: 1 DE O ,5,A10BD
A10BD20,Metformin und Empagliflozin,Standarddosis: 2 DE O ,5,A10BD
A10BD21,Saxagliptin und Dapagliflozin,,5,A10BD
A10BD22,Metformin und Evogliptin,,5,A10BD
A10BD23,Metformin und Ertugliflozin,,5,A10BD
A10BD24,Sitagliptin und Ertugliflozin,Standarddosis: 1 DE O ,5,A10BD
A10BD25,"Metformin, Saxagliptin und Dapagliflozin",,5,A10BD
A10BD26,Metformin und Lobeglitazon,,5,A10BD
A10BD31,Metformin und Glibenclamid,Standarddosis: 2 DE O ,5,A10BD
A10BF,Alpha-Glukosidasehemmer,,4,A10B
A10BF01,Acarbose,"0,3 g O",5,A10BF
A10BF02,Miglitol,"0,3 g O",5,A10BF
A10BF03,Voglibose,"0,6 mg O",5,A10BF
A10BG,Thiazolidindione,,4,A10B
A10BG01,Troglitazon,"0,4 g O",5,A10BG
A10BG02,Rosiglitazon,6 mg O,5,A10BG
A10BG03,Pioglitazon,30 mg O,5,A10BG
A10BG04,Lobeglitazon,"0,5 mg O ",5,A10BG
A10BH,Dipeptidyl-Peptidase-4-(DPP-4)-Inhibitoren,,4,A10B
A10BH01,Sitagliptin,"0,1 g O",5,A10BH
A10BH02,Vildagliptin,"0,1 g O",5,A10BH
A10BH03,Saxagliptin,5 mg O,5,A10BH
A10BH04,Alogliptin,25 mg O,5,A10BH
A10BH05,Linagliptin,5 mg O,5,A10BH
A10BH06,Gemigliptin,50 mg O,5,A10BH
A10BH07,Evogliptin,5 mg O,5,A10BH
A10BH08,Teneligliptin,,5,A10BH
A10BH51,Sitagliptin und Simvastatin,,5,A10BH
A10BH52,Gemigliptin und Rosuvastatin,,5,A10BH
A10BJ,Glucagon-like-Peptid-1-(GLP-1)-Rezeptoragonisten,,4,A10B
A10BJ01,Exenatid,"15 mcg P; 0,286 mg P Depotinjektion",5,A10BJ
A10BJ02,Liraglutid,"1,5 mg P",5,A10BJ
A10BJ03,Lixisenatid,20 mcg P,5,A10BJ
A10BJ04,Albiglutid,"5,7 mg P",5,A10BJ
A10BJ05,Dulaglutid,"0,16 mg P",5,A10BJ
A10BJ06,Semaglutid,"0,11 mg P",5,A10BJ
A10BK,Natrium-Glucose-Cotransporter-2-(SGLT2)-Inhibitoren,,4,A10B
A10BK01,Dapagliflozin,10 mg O,5,A10BK
A10BK02,Canagliflozin,"0,2 g O",5,A10BK
A10BK03,Empagliflozin,"17,5 mg O",5,A10BK
A10BK04,Ertugliflozin,10 mg O,5,A10BK
A10BK05,Ipragliflozin,,5,A10BK
A10BK06,Sotagliflozin,,5,A10BK
A10BK07,Luseogliflozin,,5,A10BK
A10BX,"Andere Antidiabetika, exkl. Insuline",,4,A10B
A10BX01,Guar-Mehl*,,5,A10BX
A10BX02,Repaglinid,4 mg O,5,A10BX
A10BX03,Nateglinid,"0,36 g O",5,A10BX
A10BX05,Pramlintid,,5,A10BX
A10BX06,Benfluorex,"0,45 g O",5,A10BX
A10BX08,Mitiglinid,30 mg O,5,A10BX
A10X,ANDERE ANTIDIABETIKA,,3,A10
A10XA,Aldosereduktasehemmer,,4,A10X
A10XA01,Tolrestat,,5,A10XA
A10XH,Homöopathische und anthroposophische Antidiabetika,,4,A10X
A10XH20,Kombinationen,,5,A10XH
A10XP,Pflanzliche Antidiabetika,,4,A10X
A10XP01,Guar-Mehl,,5,A10XP
A10XP02,Copalchirindenextrakt,,5,A10XP
A10XP30,Kombinationen,,5,A10XP
A11,VITAMINE,,2,A
A11A,"MULTIVITAMINE, KOMBINATIONEN",,3,A11
A11AA,Multivitamine mit Mineralstoffen,,4,A11A
A11AA01,Multivitamine und Eisen,,5,A11AA
A11AA02,Multivitamine und Calcium,Standarddosis: 1 Tablette oder 30 ml Mixtur O ,5,A11AA
A11AA03,"Multivitamine und andere Mineralstoffe, inkl. Kombinationen",Standarddosis: 1 Tablette oder 30 ml Mixtur O ,5,A11AA
A11AA04,Multivitamine und Spurenelemente,,5,A11AA
A11AB,"Multivitamine, andere Kombinationen",,4,A11A
A11AB50,"Multivitamine, andere Kombinationen",Standarddosis: 1 Tablette oder 30 ml Mixtur O ,5,A11AB
A11B,"MULTIVITAMINE, REIN",,3,A11
A11BA,"Multivitamine, rein",,4,A11B
A11BA01,"Multivitamine, rein",Standarddosis: 1 Tablette oder 30 ml Mixtur O ,5,A11BA
A11C,"VITAMIN A UND D, INKL. DEREN KOMBINATIONEN",,3,A11
A11CA,"Vitamin A, rein",,4,A11C
A11CA01,Retinol (Vitamin A),"50 TSD E O,P",5,A11CA
A11CA02,Betacaroten,,5,A11CA
A11CB,Vitamin A und D in Kombination,,4,A11C
A11CB02,Retinol und Colecalciferol,,5,A11CB
A11CC,Vitamin D und Analoga,,4,A11C
A11CC01,Ergocalciferol,,5,A11CC
A11CC02,Dihydrotachysterol,1 mg O,5,A11CC
A11CC03,Alfacalcidol,"1 mcg O,P",5,A11CC
A11CC04,Calcitriol,"1 mcg O,P",5,A11CC
A11CC05,Colecalciferol,"20 mcg O; Standarddosis: 1 DE O, P zur Stoßtherapie; 
500 E O Kinder DDD prophylaktische Dosis ",5,A11CC
A11CC06,Calcifediol,,5,A11CC
A11CC08,Trans-Calcifediol,,5,A11CC
A11CC20,Kombinationen,,5,A11CC
A11CC55,"Colecalciferol, Kombinationen",,5,A11CC
A11CC80,"Colecalciferol, Kombinationen mit Natriumfluorid","500 E O Kinder DDD bezogen auf Colecalciferol, prophylaktische Dosis ",5,A11CC
A11D,"VITAMIN B1, REIN UND IN KOMBINATION MIT VITAMIN B6 UND VITAMIN B12",,3,A11
A11DA,"Vitamin B1, rein",,4,A11D
A11DA01,Thiamin (Vitamin B1),"50 mg O,P",5,A11DA
A11DA02,Sulbutiamin,,5,A11DA
